accelX       ; accelY       ; accelZ       ; totalAccel   ; gyroX        ; gyroY        ; gyroZ        ; totalGyro   
-1.04950     ; 0.57568      ; -0.27649     ; 1.22854      ; 17.63779     ; 20.67337     ; -23.99307    ; 29.78406    
-1.00238     ; 0.52325      ; -0.31750     ; 1.17447      ; 20.34439     ; 42.67761     ; -23.82111    ; 31.33071    
-1.02539     ; 0.52295      ; -0.14862     ; 1.16060      ; 39.56726     ; 81.04858     ; -23.12576    ; 45.83277    
-1.18066     ; 0.45270      ; -0.19336     ; 1.27918      ; 33.44376     ; 92.55539     ; -10.00397    ; 34.91087    
-1.25751     ; 0.37024      ; -0.24426     ; 1.33344      ; -31.35025    ; 88.59268     ; 28.67355     ; 42.48703    
-1.36713     ; 0.34692      ; -0.45044     ; 1.48064      ; -39.01398    ; 78.58124     ; 38.99155     ; 55.15933    
-1.40326     ; 0.43347      ; -0.38684     ; 1.51878      ; -20.45654    ; 63.46313     ; 36.49429     ; 41.83887    
-1.26593     ; 0.43140      ; -0.36414     ; 1.38610      ; 50.45349     ; 44.80103     ; 11.77597     ; 51.81133    
-1.05353     ; 0.24188      ; -0.35895     ; 1.13898      ; 96.10687     ; 47.42538     ; 2.63184      ; 96.14320    
-0.94641     ; 0.30542      ; -0.25006     ; 1.02543      ; 113.19138    ; 42.67014     ; -4.17953     ; 113.26893   
-0.85040     ; 0.36328      ; -0.06805     ; 0.92725      ; 71.62033     ; 47.08893     ; -3.14026     ; 71.69006    
-0.76300     ; 0.43872      ; -0.25525     ; 0.91640      ; 65.20523     ; 37.15225     ; 0.83740      ; 65.21208    
-0.68634     ; 0.34650      ; -0.33447     ; 0.83845      ; 32.89795     ; 23.70148     ; 5.94406      ; 33.43242    
-0.67725     ; 0.29272      ; -0.40723     ; 0.84272      ; 10.62454     ; 22.43790     ; 5.23376      ; 11.84731    
-0.73859     ; 0.18823      ; -0.46960     ; 0.89525      ; -0.35141     ; 14.30313     ; 3.80569      ; 3.82652     
-0.83728     ; 0.18323      ; -0.42706     ; 0.95760      ; -4.36646     ; 1.33087      ; 3.43185      ; 5.55672     
